_-Z6wFjXtGQ,0911,0.279,0.069,0.987,0.991,74,1
_-Z6wFjXtGQ,0911,0.279,0.069,0.987,0.991,80,1
_-Z6wFjXtGQ,0912,0.404,0.086,0.927,0.980,12,1
_-Z6wFjXtGQ,0912,0.404,0.086,0.927,0.980,79,1
_-Z6wFjXtGQ,0913,0.427,0.083,0.919,0.973,12,1
_-Z6wFjXtGQ,0913,0.427,0.083,0.919,0.973,79,1
_-Z6wFjXtGQ,0914,0.000,0.002,0.383,0.994,12,0
_-Z6wFjXtGQ,0914,0.000,0.002,0.383,0.994,74,0
_-Z6wFjXtGQ,0914,0.000,0.002,0.383,0.994,80,0
_-Z6wFjXtGQ,0914,0.426,0.076,0.944,0.986,12,1
_-Z6wFjXtGQ,0914,0.426,0.076,0.944,0.986,79,1
_-Z6wFjXtGQ,0914,0.426,0.076,0.944,0.986,80,1
_-Z6wFjXtGQ,0915,0.000,0.193,0.309,0.971,12,0
_-Z6wFjXtGQ,0915,0.000,0.193,0.309,0.971,74,0
_-Z6wFjXtGQ,0915,0.000,0.193,0.309,0.971,80,0
_-Z6wFjXtGQ,0915,0.400,0.071,0.945,0.995,12,1
_-Z6wFjXtGQ,0915,0.400,0.071,0.945,0.995,79,1
_-Z6wFjXtGQ,0915,0.400,0.071,0.945,0.995,80,1
_-Z6wFjXtGQ,0916,0.411,0.068,0.916,1.000,12,1
_-Z6wFjXtGQ,0916,0.411,0.068,0.916,1.000,79,1
_-Z6wFjXtGQ,0916,0.411,0.068,0.916,1.000,80,1
_-Z6wFjXtGQ,0917,0.026,0.020,0.504,0.990,12,0
_-Z6wFjXtGQ,0917,0.026,0.020,0.504,0.990,74,0
_-Z6wFjXtGQ,0917,0.393,0.080,0.946,0.994,12,1
_-Z6wFjXtGQ,0917,0.393,0.080,0.946,0.994,79,1
_-Z6wFjXtGQ,0918,0.349,0.074,0.923,1.000,12,1
_-Z6wFjXtGQ,0918,0.349,0.074,0.923,1.000,79,1
_-Z6wFjXtGQ,0918,0.349,0.074,0.923,1.000,80,1
_-Z6wFjXtGQ,0919,0.397,0.072,0.932,1.000,12,1
_-Z6wFjXtGQ,0919,0.397,0.072,0.932,1.000,79,1
_-Z6wFjXtGQ,0919,0.397,0.072,0.932,1.000,80,1
_-Z6wFjXtGQ,0920,0.000,0.011,0.404,0.991,12,0
_-Z6wFjXtGQ,0920,0.000,0.011,0.404,0.991,74,0
_-Z6wFjXtGQ,0920,0.000,0.011,0.404,0.991,80,0
_-Z6wFjXtGQ,0920,0.394,0.071,0.921,0.995,12,1
_-Z6wFjXtGQ,0920,0.394,0.071,0.921,0.995,17,1
_-Z6wFjXtGQ,0920,0.394,0.071,0.921,0.995,79,1
_-Z6wFjXtGQ,0920,0.394,0.071,0.921,0.995,80,1
_-Z6wFjXtGQ,0921,0.040,0.066,0.456,0.975,12,0
_-Z6wFjXtGQ,0921,0.040,0.066,0.456,0.975,74,0
_-Z6wFjXtGQ,0921,0.040,0.066,0.456,0.975,80,0
_-Z6wFjXtGQ,0921,0.379,0.215,0.834,1.000,12,1
_-Z6wFjXtGQ,0921,0.379,0.215,0.834,1.000,79,1
_-Z6wFjXtGQ,0921,0.379,0.215,0.834,1.000,80,1
_-Z6wFjXtGQ,0922,0.036,0.074,0.504,0.983,12,0
_-Z6wFjXtGQ,0922,0.036,0.074,0.504,0.983,74,0
_-Z6wFjXtGQ,0922,0.036,0.074,0.504,0.983,80,0
_-Z6wFjXtGQ,0922,0.377,0.226,0.834,1.000,12,1
_-Z6wFjXtGQ,0922,0.377,0.226,0.834,1.000,79,1
_-Z6wFjXtGQ,0922,0.377,0.226,0.834,1.000,80,1
_-Z6wFjXtGQ,0923,0.037,0.091,0.572,0.983,12,0
_-Z6wFjXtGQ,0923,0.037,0.091,0.572,0.983,74,0
_-Z6wFjXtGQ,0923,0.037,0.091,0.572,0.983,80,0
_-Z6wFjXtGQ,0923,0.199,0.250,0.826,0.998,12,1
_-Z6wFjXtGQ,0923,0.199,0.250,0.826,0.998,79,1
_-Z6wFjXtGQ,0923,0.199,0.250,0.826,0.998,80,1
_-Z6wFjXtGQ,0924,0.025,0.082,0.497,0.978,12,0
_-Z6wFjXtGQ,0924,0.025,0.082,0.497,0.978,74,0
_-Z6wFjXtGQ,0924,0.025,0.082,0.497,0.978,80,0
_-Z6wFjXtGQ,0924,0.351,0.164,0.820,0.981,12,1
_-Z6wFjXtGQ,0924,0.351,0.164,0.820,0.981,79,1
_-Z6wFjXtGQ,0924,0.351,0.164,0.820,0.981,80,1
_-Z6wFjXtGQ,0925,0.025,0.084,0.474,0.967,12,0
_-Z6wFjXtGQ,0925,0.025,0.084,0.474,0.967,74,0
_-Z6wFjXtGQ,0925,0.025,0.084,0.474,0.967,80,0
_-Z6wFjXtGQ,0925,0.370,0.244,0.811,0.965,12,1
_-Z6wFjXtGQ,0925,0.370,0.244,0.811,0.965,79,1
_-Z6wFjXtGQ,0925,0.370,0.244,0.811,0.965,80,1
_-Z6wFjXtGQ,0926,0.032,0.069,0.486,0.976,12,0
_-Z6wFjXtGQ,0926,0.032,0.069,0.486,0.976,79,0
_-Z6wFjXtGQ,0926,0.032,0.069,0.486,0.976,80,0
_-Z6wFjXtGQ,0926,0.357,0.241,0.809,0.973,12,1
_-Z6wFjXtGQ,0926,0.357,0.241,0.809,0.973,74,1
_-Z6wFjXtGQ,0926,0.357,0.241,0.809,0.973,79,1
_-Z6wFjXtGQ,0926,0.357,0.241,0.809,0.973,80,1
_-Z6wFjXtGQ,0927,0.050,0.053,0.672,0.972,12,0
_-Z6wFjXtGQ,0927,0.050,0.053,0.672,0.972,17,0
_-Z6wFjXtGQ,0927,0.050,0.053,0.672,0.972,74,0
_-Z6wFjXtGQ,0927,0.050,0.053,0.672,0.972,79,0
_-Z6wFjXtGQ,0927,0.050,0.053,0.672,0.972,80,0
_-Z6wFjXtGQ,0927,0.375,0.241,0.851,0.994,12,1
_-Z6wFjXtGQ,0927,0.375,0.241,0.851,0.994,74,1
_-Z6wFjXtGQ,0927,0.375,0.241,0.851,0.994,80,1
_-Z6wFjXtGQ,0928,0.027,0.075,0.469,0.975,12,0
_-Z6wFjXtGQ,0928,0.027,0.075,0.469,0.975,74,0
_-Z6wFjXtGQ,0928,0.027,0.075,0.469,0.975,79,0
_-Z6wFjXtGQ,0928,0.027,0.075,0.469,0.975,80,0
_-Z6wFjXtGQ,0928,0.342,0.177,0.805,0.975,12,1
_-Z6wFjXtGQ,0928,0.342,0.177,0.805,0.975,74,1
_-Z6wFjXtGQ,0928,0.342,0.177,0.805,0.975,80,1
_-Z6wFjXtGQ,0929,0.037,0.060,0.502,0.980,12,0
_-Z6wFjXtGQ,0929,0.037,0.060,0.502,0.980,17,0
_-Z6wFjXtGQ,0929,0.037,0.060,0.502,0.980,74,0
_-Z6wFjXtGQ,0929,0.037,0.060,0.502,0.980,79,0
_-Z6wFjXtGQ,0929,0.037,0.060,0.502,0.980,80,0
_-Z6wFjXtGQ,0929,0.375,0.266,0.844,1.000,12,1
_-Z6wFjXtGQ,0929,0.375,0.266,0.844,1.000,74,1
_-Z6wFjXtGQ,0929,0.375,0.266,0.844,1.000,79,1
_-Z6wFjXtGQ,0929,0.375,0.266,0.844,1.000,80,1
_-Z6wFjXtGQ,0930,0.023,0.076,0.507,0.985,12,0
_-Z6wFjXtGQ,0930,0.023,0.076,0.507,0.985,79,0
_-Z6wFjXtGQ,0930,0.023,0.076,0.507,0.985,80,0
_-Z6wFjXtGQ,0930,0.364,0.234,0.853,0.994,12,1
_-Z6wFjXtGQ,0930,0.364,0.234,0.853,0.994,74,1
_-Z6wFjXtGQ,0930,0.364,0.234,0.853,0.994,80,1
_-Z6wFjXtGQ,0931,0.026,0.080,0.516,0.986,12,0
_-Z6wFjXtGQ,0931,0.026,0.080,0.516,0.986,79,0
_-Z6wFjXtGQ,0931,0.026,0.080,0.516,0.986,80,0
_-Z6wFjXtGQ,0931,0.402,0.257,0.851,0.998,12,1
_-Z6wFjXtGQ,0931,0.402,0.257,0.851,0.998,74,1
_-Z6wFjXtGQ,0931,0.402,0.257,0.851,0.998,80,1
_-Z6wFjXtGQ,0932,0.112,0.042,0.544,0.997,12,0
_-Z6wFjXtGQ,0932,0.112,0.042,0.544,0.997,17,0
_-Z6wFjXtGQ,0932,0.112,0.042,0.544,0.997,79,0
_-Z6wFjXtGQ,0932,0.112,0.042,0.544,0.997,80,0
_-Z6wFjXtGQ,0932,0.397,0.223,0.857,1.000,12,1
_-Z6wFjXtGQ,0932,0.397,0.223,0.857,1.000,74,1
_-Z6wFjXtGQ,0932,0.397,0.223,0.857,1.000,80,1
_-Z6wFjXtGQ,0933,0.201,0.041,0.440,0.950,14,0
_-Z6wFjXtGQ,0933,0.201,0.041,0.440,0.950,17,0
_-Z6wFjXtGQ,0933,0.201,0.041,0.440,0.950,74,0
_-Z6wFjXtGQ,0933,0.706,0.190,0.976,0.979,12,1
_-Z6wFjXtGQ,0933,0.706,0.190,0.976,0.979,79,1
_-Z6wFjXtGQ,0933,0.706,0.190,0.976,0.979,80,1
_-Z6wFjXtGQ,0934,0.100,0.086,0.322,1.000,12,0
_-Z6wFjXtGQ,0934,0.100,0.086,0.322,1.000,17,0
_-Z6wFjXtGQ,0934,0.100,0.086,0.322,1.000,74,0
_-Z6wFjXtGQ,0934,0.100,0.086,0.322,1.000,79,0
_-Z6wFjXtGQ,0934,0.100,0.086,0.322,1.000,80,0
_-Z6wFjXtGQ,0934,0.725,0.177,0.985,0.974,12,1
_-Z6wFjXtGQ,0934,0.725,0.177,0.985,0.974,74,1
_-Z6wFjXtGQ,0934,0.725,0.177,0.985,0.974,79,1
_-Z6wFjXtGQ,0934,0.725,0.177,0.985,0.974,80,1
_-Z6wFjXtGQ,0935,0.197,0.081,0.455,1.000,12,0
_-Z6wFjXtGQ,0935,0.197,0.081,0.455,1.000,17,0
_-Z6wFjXtGQ,0935,0.197,0.081,0.455,1.000,74,0
_-Z6wFjXtGQ,0935,0.197,0.081,0.455,1.000,80,0
_-Z6wFjXtGQ,0935,0.483,0.155,0.873,0.979,14,1
_-Z6wFjXtGQ,0935,0.483,0.155,0.873,0.979,79,1
_-Z6wFjXtGQ,0935,0.483,0.155,0.873,0.979,80,1
_-Z6wFjXtGQ,0936,0.246,0.059,0.510,0.987,12,0
_-Z6wFjXtGQ,0936,0.246,0.059,0.510,0.987,17,0
_-Z6wFjXtGQ,0936,0.246,0.059,0.510,0.987,74,0
_-Z6wFjXtGQ,0936,0.246,0.059,0.510,0.987,79,0
_-Z6wFjXtGQ,0936,0.246,0.059,0.510,0.987,80,0
_-Z6wFjXtGQ,0937,0.221,0.000,0.567,0.991,12,0
_-Z6wFjXtGQ,0937,0.221,0.000,0.567,0.991,17,0
_-Z6wFjXtGQ,0937,0.221,0.000,0.567,0.991,74,0
_-Z6wFjXtGQ,0937,0.221,0.000,0.567,0.991,80,0
_-Z6wFjXtGQ,0937,0.501,0.155,0.831,1.000,12,1
_-Z6wFjXtGQ,0937,0.501,0.155,0.831,1.000,79,1
_-Z6wFjXtGQ,0937,0.501,0.155,0.831,1.000,80,1
_-Z6wFjXtGQ,0938,0.175,0.040,0.591,0.990,12,0
_-Z6wFjXtGQ,0938,0.175,0.040,0.591,0.990,74,0
_-Z6wFjXtGQ,0938,0.175,0.040,0.591,0.990,80,0
_-Z6wFjXtGQ,0938,0.486,0.166,0.819,1.000,12,1
_-Z6wFjXtGQ,0938,0.486,0.166,0.819,1.000,79,1
_-Z6wFjXtGQ,0938,0.486,0.166,0.819,1.000,80,1
_-Z6wFjXtGQ,0939,0.156,0.027,0.570,0.997,12,0
_-Z6wFjXtGQ,0939,0.156,0.027,0.570,0.997,17,0
_-Z6wFjXtGQ,0939,0.156,0.027,0.570,0.997,74,0
_-Z6wFjXtGQ,0939,0.156,0.027,0.570,0.997,80,0
_-Z6wFjXtGQ,0939,0.424,0.166,0.865,1.000,12,1
_-Z6wFjXtGQ,0939,0.424,0.166,0.865,1.000,79,1
_-Z6wFjXtGQ,0940,0.137,0.022,0.556,1.000,12,0
_-Z6wFjXtGQ,0940,0.137,0.022,0.556,1.000,17,0
_-Z6wFjXtGQ,0940,0.137,0.022,0.556,1.000,74,0
_-Z6wFjXtGQ,0940,0.137,0.022,0.556,1.000,80,0
_-Z6wFjXtGQ,0940,0.429,0.174,0.765,1.000,12,1
_-Z6wFjXtGQ,0940,0.429,0.174,0.765,1.000,79,1
_-Z6wFjXtGQ,0940,0.429,0.174,0.765,1.000,80,1
_-Z6wFjXtGQ,0941,0.142,0.023,0.564,0.997,12,0
_-Z6wFjXtGQ,0941,0.142,0.023,0.564,0.997,17,0
_-Z6wFjXtGQ,0941,0.142,0.023,0.564,0.997,74,0
_-Z6wFjXtGQ,0941,0.142,0.023,0.564,0.997,80,0
_-Z6wFjXtGQ,0941,0.484,0.147,0.800,1.000,12,1
_-Z6wFjXtGQ,0941,0.484,0.147,0.800,1.000,74,1
_-Z6wFjXtGQ,0941,0.484,0.147,0.800,1.000,79,1
_-Z6wFjXtGQ,0941,0.484,0.147,0.800,1.000,80,1
_-Z6wFjXtGQ,0942,0.115,0.045,0.539,1.000,12,0
_-Z6wFjXtGQ,0942,0.115,0.045,0.539,1.000,17,0
_-Z6wFjXtGQ,0942,0.115,0.045,0.539,1.000,79,0
_-Z6wFjXtGQ,0942,0.115,0.045,0.539,1.000,80,0
_-Z6wFjXtGQ,0942,0.448,0.169,0.807,1.000,12,1
_-Z6wFjXtGQ,0942,0.448,0.169,0.807,1.000,74,1
_-Z6wFjXtGQ,0942,0.448,0.169,0.807,1.000,80,1
_-Z6wFjXtGQ,0943,0.477,0.127,0.837,1.000,12,1
_-Z6wFjXtGQ,0943,0.477,0.127,0.837,1.000,79,1
_-Z6wFjXtGQ,0943,0.477,0.127,0.837,1.000,80,1
_-Z6wFjXtGQ,0944,0.466,0.103,0.859,0.995,12,1
_-Z6wFjXtGQ,0944,0.466,0.103,0.859,0.995,79,1
_-Z6wFjXtGQ,0944,0.466,0.103,0.859,0.995,80,1
_-Z6wFjXtGQ,0945,0.335,0.188,0.683,0.992,12,1
_-Z6wFjXtGQ,0945,0.335,0.188,0.683,0.992,79,1
_-Z6wFjXtGQ,0946,0.334,0.134,0.719,0.996,12,1
_-Z6wFjXtGQ,0947,0.095,0.072,0.709,0.953,12,1
_-Z6wFjXtGQ,0947,0.522,0.107,0.701,0.906,12,2
_-Z6wFjXtGQ,0948,0.321,0.107,0.656,0.971,12,3
_-Z6wFjXtGQ,0948,0.321,0.107,0.656,0.971,79,3
_-Z6wFjXtGQ,0949,0.384,0.082,0.627,0.972,12,3
_-Z6wFjXtGQ,0950,0.405,0.116,0.645,0.999,14,3
_-Z6wFjXtGQ,0951,0.235,0.083,0.665,0.977,14,3
_-Z6wFjXtGQ,0952,0.449,0.043,0.741,0.983,12,3
_-Z6wFjXtGQ,0952,0.449,0.043,0.741,0.983,79,3
_-Z6wFjXtGQ,0953,0.461,0.004,0.793,1.000,12,3
_-Z6wFjXtGQ,0953,0.461,0.004,0.793,1.000,79,3
_-Z6wFjXtGQ,0956,0.307,0.042,0.606,0.962,14,7
_-Z6wFjXtGQ,0956,0.307,0.042,0.606,0.962,17,7
_-Z6wFjXtGQ,0957,0.318,0.007,0.705,0.993,12,7
_-Z6wFjXtGQ,0957,0.318,0.007,0.705,0.993,17,7
_-Z6wFjXtGQ,0957,0.318,0.007,0.705,0.993,79,7
_-Z6wFjXtGQ,0958,0.289,0.004,0.707,0.985,12,7
_-Z6wFjXtGQ,0958,0.289,0.004,0.707,0.985,17,7
_-Z6wFjXtGQ,0958,0.289,0.004,0.707,0.985,79,7
_-Z6wFjXtGQ,0959,0.305,0.016,0.701,0.982,14,7
_-Z6wFjXtGQ,0959,0.305,0.016,0.701,0.982,17,7
_-Z6wFjXtGQ,0959,0.305,0.016,0.701,0.982,79,7
_-Z6wFjXtGQ,0960,0.210,0.049,0.596,0.979,12,7
_-Z6wFjXtGQ,0960,0.210,0.049,0.596,0.979,17,7
_-Z6wFjXtGQ,0960,0.210,0.049,0.596,0.979,79,7
_-Z6wFjXtGQ,0960,0.210,0.049,0.596,0.979,80,7
_-Z6wFjXtGQ,0961,0.161,0.044,0.615,0.985,12,7
_-Z6wFjXtGQ,0961,0.161,0.044,0.615,0.985,17,7
_-Z6wFjXtGQ,0961,0.161,0.044,0.615,0.985,79,7
_-Z6wFjXtGQ,0961,0.161,0.044,0.615,0.985,80,7
_-Z6wFjXtGQ,0961,0.643,0.032,0.981,0.999,12,9
_-Z6wFjXtGQ,0961,0.643,0.032,0.981,0.999,74,9
_-Z6wFjXtGQ,0961,0.643,0.032,0.981,0.999,80,9
_-Z6wFjXtGQ,0962,0.115,0.034,0.585,0.992,12,7
_-Z6wFjXtGQ,0962,0.115,0.034,0.585,0.992,17,7
_-Z6wFjXtGQ,0962,0.115,0.034,0.585,0.992,79,7
_-Z6wFjXtGQ,0962,0.115,0.034,0.585,0.992,80,7
_-Z6wFjXtGQ,0962,0.616,0.039,0.933,0.992,12,9
_-Z6wFjXtGQ,0962,0.616,0.039,0.933,0.992,74,9
_-Z6wFjXtGQ,0962,0.616,0.039,0.933,0.992,80,9
_-Z6wFjXtGQ,0963,0.073,0.047,0.551,0.976,12,7
_-Z6wFjXtGQ,0963,0.073,0.047,0.551,0.976,17,7
_-Z6wFjXtGQ,0963,0.073,0.047,0.551,0.976,74,7
_-Z6wFjXtGQ,0963,0.073,0.047,0.551,0.976,79,7
_-Z6wFjXtGQ,0963,0.073,0.047,0.551,0.976,80,7
_-Z6wFjXtGQ,0963,0.641,0.031,0.925,0.987,12,9
_-Z6wFjXtGQ,0963,0.641,0.031,0.925,0.987,79,9
_-Z6wFjXtGQ,0963,0.641,0.031,0.925,0.987,80,9
_-Z6wFjXtGQ,0964,0.056,0.041,0.489,0.982,12,7
_-Z6wFjXtGQ,0964,0.056,0.041,0.489,0.982,17,7
_-Z6wFjXtGQ,0964,0.056,0.041,0.489,0.982,74,7
_-Z6wFjXtGQ,0964,0.056,0.041,0.489,0.982,80,7
_-Z6wFjXtGQ,0964,0.639,0.031,0.935,0.987,12,9
_-Z6wFjXtGQ,0964,0.639,0.031,0.935,0.987,79,9
_-Z6wFjXtGQ,0964,0.639,0.031,0.935,0.987,80,9
_-Z6wFjXtGQ,0965,0.078,0.034,0.524,0.984,12,7
_-Z6wFjXtGQ,0965,0.078,0.034,0.524,0.984,17,7
_-Z6wFjXtGQ,0965,0.078,0.034,0.524,0.984,74,7
_-Z6wFjXtGQ,0965,0.078,0.034,0.524,0.984,80,7
_-Z6wFjXtGQ,0965,0.620,0.039,0.934,0.990,12,9
_-Z6wFjXtGQ,0965,0.620,0.039,0.934,0.990,79,9
_-Z6wFjXtGQ,0965,0.620,0.039,0.934,0.990,80,9
_-Z6wFjXtGQ,0966,0.062,0.040,0.507,0.979,12,7
_-Z6wFjXtGQ,0966,0.062,0.040,0.507,0.979,17,7
_-Z6wFjXtGQ,0966,0.062,0.040,0.507,0.979,74,7
_-Z6wFjXtGQ,0966,0.062,0.040,0.507,0.979,80,7
_-Z6wFjXtGQ,0966,0.641,0.040,0.950,0.999,12,9
_-Z6wFjXtGQ,0966,0.641,0.040,0.950,0.999,74,9
_-Z6wFjXtGQ,0966,0.641,0.040,0.950,0.999,80,9
_-Z6wFjXtGQ,0967,0.064,0.045,0.515,0.977,12,7
_-Z6wFjXtGQ,0967,0.064,0.045,0.515,0.977,17,7
_-Z6wFjXtGQ,0967,0.064,0.045,0.515,0.977,79,7
_-Z6wFjXtGQ,0967,0.064,0.045,0.515,0.977,80,7
_-Z6wFjXtGQ,0967,0.638,0.027,0.959,1.000,12,9
_-Z6wFjXtGQ,0967,0.638,0.027,0.959,1.000,74,9
_-Z6wFjXtGQ,0967,0.638,0.027,0.959,1.000,80,9
_-Z6wFjXtGQ,0968,0.061,0.032,0.511,0.993,12,7
_-Z6wFjXtGQ,0968,0.061,0.032,0.511,0.993,17,7
_-Z6wFjXtGQ,0968,0.061,0.032,0.511,0.993,79,7
_-Z6wFjXtGQ,0968,0.061,0.032,0.511,0.993,80,7
_-Z6wFjXtGQ,0968,0.634,0.033,0.958,0.995,12,9
_-Z6wFjXtGQ,0968,0.634,0.033,0.958,0.995,74,9
_-Z6wFjXtGQ,0968,0.634,0.033,0.958,0.995,80,9
_-Z6wFjXtGQ,0969,0.051,0.031,0.563,0.988,12,7
_-Z6wFjXtGQ,0969,0.051,0.031,0.563,0.988,17,7
_-Z6wFjXtGQ,0969,0.051,0.031,0.563,0.988,79,7
_-Z6wFjXtGQ,0969,0.051,0.031,0.563,0.988,80,7
_-Z6wFjXtGQ,0969,0.640,0.030,0.945,0.984,12,9
_-Z6wFjXtGQ,0969,0.640,0.030,0.945,0.984,74,9
_-Z6wFjXtGQ,0969,0.640,0.030,0.945,0.984,80,9
_-Z6wFjXtGQ,0970,0.042,0.030,0.580,0.978,12,7
_-Z6wFjXtGQ,0970,0.042,0.030,0.580,0.978,17,7
_-Z6wFjXtGQ,0970,0.042,0.030,0.580,0.978,79,7
_-Z6wFjXtGQ,0970,0.042,0.030,0.580,0.978,80,7
_-Z6wFjXtGQ,0970,0.641,0.029,0.938,1.000,12,9
_-Z6wFjXtGQ,0970,0.641,0.029,0.938,1.000,74,9
_-Z6wFjXtGQ,0971,0.027,0.022,0.390,0.989,12,7
_-Z6wFjXtGQ,0971,0.027,0.022,0.390,0.989,17,7
_-Z6wFjXtGQ,0971,0.027,0.022,0.390,0.989,79,7
_-Z6wFjXtGQ,0971,0.027,0.022,0.390,0.989,80,7
_-Z6wFjXtGQ,0971,0.629,0.015,0.934,1.000,12,9
_-Z6wFjXtGQ,0971,0.629,0.015,0.934,1.000,74,9
_-Z6wFjXtGQ,0972,0.247,0.097,0.580,0.995,14,7
_-Z6wFjXtGQ,0972,0.247,0.097,0.580,0.995,17,7
_-Z6wFjXtGQ,0972,0.247,0.097,0.580,0.995,79,7
_-Z6wFjXtGQ,0972,0.247,0.097,0.580,0.995,80,7
_-Z6wFjXtGQ,0972,0.521,0.046,0.840,0.982,12,9
_-Z6wFjXtGQ,0972,0.521,0.046,0.840,0.982,74,9
_-Z6wFjXtGQ,0972,0.521,0.046,0.840,0.982,79,9
_-Z6wFjXtGQ,0973,0.266,0.041,0.546,1.000,12,9
_-Z6wFjXtGQ,0973,0.266,0.041,0.546,1.000,79,9
_-Z6wFjXtGQ,0973,0.504,0.153,0.709,0.982,14,7
_-Z6wFjXtGQ,0973,0.504,0.153,0.709,0.982,17,7
_-Z6wFjXtGQ,0973,0.504,0.153,0.709,0.982,74,7
_-Z6wFjXtGQ,0974,0.016,0.042,0.470,0.985,12,9
_-Z6wFjXtGQ,0974,0.016,0.042,0.470,0.985,79,9
_-Z6wFjXtGQ,0974,0.016,0.042,0.470,0.985,80,9
_-Z6wFjXtGQ,0974,0.569,0.444,0.875,0.970,1,7
_-Z6wFjXtGQ,0974,0.569,0.444,0.875,0.970,17,7
_-Z6wFjXtGQ,0974,0.569,0.444,0.875,0.970,74,7
_-Z6wFjXtGQ,0975,0.008,0.062,0.420,1.000,12,9
_-Z6wFjXtGQ,0975,0.008,0.062,0.420,1.000,74,9
_-Z6wFjXtGQ,0975,0.008,0.062,0.420,1.000,80,9
_-Z6wFjXtGQ,0975,0.601,0.500,0.939,0.943,1,7
